exec,run,node_kind,access_pattern,spinloop_iterations,throughput,seconds-time-elapsed,cache-misses,L1-dcache-load-misses,L1-dcache-loads,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,l1d.replacement,l1d_pend_miss.fb_full,sw_prefetch_access.nta,sw_prefetch_access.prefetchw,sw_prefetch_access.t0,sw_prefetch_access.t1_t2,branch-misses,branches,cpu-cycles,instructions
membench,1,pmem,seq_prefetch,750,0.000000,25.565813486,102807689,171162483,7769876354,223205,871666,75153,2959053,494820882,171999484,172956858,148610453,0,1388,100111964,0,100225386,80291127493,99359985834,332169773905
membench,1,pmem,pgn_prefetch,750,0.000000,33.225945281,107589234,177694387,7967272949,806799,1238643,67120,2940678,32609253553,32526946827,178965604,145743846,0,3468,100117178,0,100249418,80384989211,129139864056,332628261482
membench,1,pmem,rnd_prefetch,750,0.000000,34.331621110,101194580,171866550,8473944290,231546,449210,70309,2937597,33023806636,32971553305,171452036,147405541,0,1376,100074898,0,100197367,80826937346,133450579364,335774545293
membench,1,dram,seq,800,0.000000,26.486802556,102623864,171131621,7558519472,184361,834823,2017182,2885025,151143865,63947367,173116118,149829941,0,5267,4,0,100275560,85318388061,102853227558,351822613838
membench,1,dram,pgn,800,0.000000,34.338733894,108641465,178129427,7755017748,98434031,100286229,1993352,2898636,31996041876,31932519214,179095494,147094518,0,4192,0,0,100268422,85363248356,133386120592,352122211898
membench,1,dram,rnd,800,0.000000,35.794735984,102279577,173055359,8263118546,98844916,100293591,2005499,2880145,31926302697,31869739791,172263969,146490604,0,4383,0,0,100260248,85885913691,139055178934,355319658944
membench,1,dram,seq_prefetch,800,0.000000,26.588941750,103992001,172006019,7767635133,159600,775309,1999348,2875893,127590417,49204554,171275427,143934499,0,1395,100146508,0,100239194,85274240182,103300067608,352087688674
membench,1,dram,pgn_prefetch,800,0.000000,26.362254805,108914111,179070580,7968974825,183924,563759,2008494,2843003,1056351014,994254655,178109692,147575814,0,1362,100143223,0,100266824,85376891930,102362519776,352631695211
membench,1,dram,rnd_prefetch,800,0.000000,28.063464725,101137788,170873413,8446029233,157761,1150298,1977728,2854597,1044682094,977723749,172760547,148539392,0,1406,99878926,0,100140662,85830511983,109040610687,355857371696
membench,1,pmem,seq,800,0.000000,26.705593312,102832703,170815484,7565440043,227441,822727,57776,2966867,473919080,158912031,174277175,146709776,0,6105,0,0,100268155,85321340075,103790843366,351873639118
membench,1,pmem,pgn,800,0.000000,64.604851089,107445891,181111597,7785368329,816252,101032823,114703,2978925,148791343443,148730274092,179620459,145354290,0,1410,9,0,100314083,85344257586,251144932605,352116067079
membench,1,pmem,rnd,800,0.000000,66.123861783,101941190,173461293,8270693286,799883,100732076,114017,3073390,148950398764,148856851705,174767100,147642161,0,3211,0,0,100297960,85828740532,257029293448,355220087167
membench,1,pmem,seq_prefetch,800,0.000000,26.813264103,104129624,170993590,7773554094,223234,811472,57560,2956177,194987666,99077457,170942382,145711245,0,1362,100118654,0,100180353,85249164686,104200770837,352066577190
membench,1,pmem,pgn_prefetch,800,0.000000,33.979918257,107628599,180111562,7952014005,737294,1117664,66253,3020362,30579204720,30495438853,180098353,148859717,0,8086,100055844,0,100313903,85402635075,132071471978,352734365925
membench,1,pmem,rnd_prefetch,800,0.000000,34.909375065,101208037,171766055,8469869652,226181,439055,73550,2970319,30670999466,30390049397,173286234,146788881,0,3859,100125996,0,100271062,85868680185,135690167876,355842197916
membench,1,dram,seq,850,0.000000,27.756970461,102638904,171051164,7554747619,175257,1197581,2030620,2889459,114239985,51385543,171167872,143442075,0,1383,0,0,100231372,90298016444,107854118874,371773566406
membench,1,dram,pgn,850,0.000000,35.610966286,107292216,178163371,7763958572,98491769,100289926,2003187,2867447,31857129509,31795797990,178946545,149913541,0,4295,4535,0,100300089,90393842056,138371962219,372229648512
membench,1,dram,rnd,850,0.000000,37.128534867,100879155,171803595,8266911539,98353275,100271934,1969840,2844244,32010995127,31945527473,174429893,151038850,0,1801,299,0,100256404,90856334399,144147909335,375382081200
membench,1,dram,seq_prefetch,850,0.000000,27.925176064,102610651,170865761,7750879595,150747,526952,2025442,2891129,109264046,94220369,173534653,147983493,0,5150,100124953,0,100265567,90311424104,108449322915,372181190332
membench,1,dram,pgn_prefetch,850,0.000000,27.629789131,107528828,176866655,7940251251,191024,539922,1980427,2848796,982819997,920953785,178854667,152300189,0,5036,99930118,0,100240477,90437877255,107263581996,372820716688
membench,1,dram,rnd_prefetch,850,0.000000,29.269898746,101101185,170885857,8457715427,720942,1173375,2014468,2906698,885145247,825946855,172824998,149314816,0,1430,100061354,0,100335654,90973263014,113691182484,376061424576
membench,1,pmem,seq,850,0.000000,28.111788748,104101566,172745315,7576672753,206477,856560,56369,2895495,659685816,580980056,171763888,150165166,0,2350,0,0,100289390,90282050801,109252340301,371710837843
membench,1,pmem,pgn,850,0.000000,65.907163316,107550530,179615266,7782508672,801727,101031641,115376,2985083,148760206985,148706313705,179347152,145086333,0,1377,0,0,100315017,90348798006,256179661740,372126066335
membench,1,pmem,rnd,850,0.000000,67.462444065,101222977,172811083,8259427052,301388,100438018,115201,3027244,149055936302,148950141640,174878697,149761081,0,2568,4849,0,100309226,90833066732,262239112087,375292620089
membench,1,pmem,seq_prefetch,850,0.000000,28.134842430,102790887,171358589,7768269580,742177,1254628,60617,2909251,168462781,89375878,171318152,145493377,0,1344,100132469,0,100245566,90307557802,109347750741,372272006143
membench,1,pmem,pgn_prefetch,850,0.000000,34.620725192,107677508,177276708,7956985028,232956,488741,77036,2967157,28057167555,27974892990,181021257,148806729,0,10108,99961985,0,100274442,90401757045,134566049222,372756235602
membench,1,pmem,rnd_prefetch,850,0.000000,35.584661017,101194277,171871664,8478653028,237586,1129238,69420,2859889,27946757125,27878290286,171053600,145542730,0,1378,100090292,0,100273871,90890289628,138316789707,375873769132
membench,1,dram,seq,900,0.000000,29.054489400,102568681,170928465,7550498424,175668,525058,2048497,2874263,378291239,98125575,172784759,144688827,0,3355,0,0,100285388,95316232115,112852160142,391838070989
membench,1,dram,pgn,900,0.000000,36.959562539,107260706,178114811,7773573222,98433438,100274936,2018290,2884708,32403719682,32123727481,178589066,147824843,0,1364,0,0,100269934,95380266347,143569934399,392218958833
membench,1,dram,rnd,900,0.000000,38.360262596,100880278,171255816,8261658678,98370456,100307439,2001030,2892336,31938062872,31881648707,173051919,149513015,0,1652,5991,0,100252512,95839859089,149008846416,395343445752
membench,1,dram,seq_prefetch,900,0.000000,29.173074877,103989819,170908217,7752808199,160120,499867,2024156,2855316,106418495,43155633,172007650,147324343,0,1500,100132998,0,100254488,95293858284,113332041496,392178062626
membench,1,dram,pgn_prefetch,900,0.000000,28.880488700,108934420,179645723,7970203989,681619,520244,2014529,2877356,847639215,784964137,178470817,146755748,0,1638,100149509,0,100281409,95417503382,112193057620,392649945144
membench,1,dram,rnd_prefetch,900,0.000000,30.525687842,101069001,171315466,8457625058,158140,446028,2001020,2883877,800007235,739718927,172659041,149544804,0,3660,100068821,0,100317876,95961615199,118622999993,395812397497
membench,1,pmem,seq,900,0.000000,29.269603642,102751227,172592747,7580423216,745076,1216721,55568,2881322,158168239,83462026,170776858,145049034,0,1363,0,0,100232330,95299862580,113746871480,391824153501
membench,1,pmem,pgn,900,0.000000,67.265961463,107515701,180654407,7773713791,808908,101045571,113412,3093045,149042483275,148942802967,181295530,147726849,0,6640,0,0,100344283,95349926238,261487472703,392062172869
membench,1,pmem,rnd,900,0.000000,68.733357728,101200453,172255273,8281731422,306064,100447509,114446,2943495,149353729723,149039313846,176533017,150596277,0,6167,9,0,100321233,95843200320,267189986180,395372595939
membench,1,pmem,seq_prefetch,900,0.000000,29.417930353,102830196,171191179,7743857097,723361,1209954,59380,2905076,155254332,79130280,172421559,149469920,0,1410,99974323,0,100119810,95198832517,114334216959,392142816059
membench,1,pmem,pgn_prefetch,900,0.000000,35.271238003,107641132,178693350,7978464676,752822,1141366,68103,2977993,25601507616,25531602615,178365199,144531696,0,1396,100092293,0,100243211,95381655770,137096961657,392646972079
membench,1,pmem,rnd_prefetch,900,0.000000,36.304118385,101262365,170858355,8466512625,236599,459414,70697,2935483,25693132878,25635409062,172759496,148458149,0,7977,100036087,0,100269098,95902946822,141115537315,395957909921
membench,1,dram,seq,950,0.000000,30.319840002,103961702,173011060,7583011089,288304,497718,1962927,2860982,106265424,45300342,171451062,143295251,0,1391,0,0,100265937,100314779722,117812728873,411737765536
membench,1,dram,pgn,950,0.000000,38.215266549,108632226,178362405,7756495251,98417681,100293168,1963384,2809330,31966457602,31903623535,178690098,147562369,0,6068,0,0,100269954,100366213389,148484784293,412120129884
membench,1,dram,rnd,950,0.000000,39.513620241,102380178,175166123,8271488324,98361377,100305419,1970878,2890360,31501940895,31456424342,170981741,145898946,0,1377,0,0,100265296,100841303631,153552501151,415321126264
membench,1,dram,seq_prefetch,950,0.000000,30.468253939,103969708,172461619,7749804417,157473,456438,1985876,2855694,100597697,40196931,172194579,147766675,0,3153,100071445,0,100314856,100331278865,118382146008,412134694927
membench,1,dram,pgn_prefetch,950,0.000000,30.105684747,107510958,177996042,7972089319,689145,1132072,2025608,2882364,731094939,671445091,178289520,147244923,0,1392,100138671,0,100269505,100414021054,116972095631,412742927371
membench,1,dram,rnd_prefetch,950,0.000000,31.771559715,102140012,173016116,8456739139,680333,597454,1994953,2875284,705889070,646896582,172943516,149558043,0,1767,100106563,0,100349188,100979690309,123469089556,415839866567
membench,1,pmem,seq,950,0.000000,30.562138937,102836881,171608799,7569986438,727643,1127600,58667,2873569,137718831,65014829,172776555,148868859,0,6537,4,0,100305804,100348665800,118780143504,411999465888
membench,1,pmem,pgn,950,0.000000,68.576857191,107537463,179579154,7774269896,309466,100432982,120532,3041802,149346023069,149058947701,182120564,146835010,0,1857,0,0,100341604,100350508616,266577750243,412140433861
membench,1,pmem,rnd,950,0.000000,70.057121961,101567333,173316983,8272145729,308476,100420367,119884,3049755,149195337209,149113195226,173533953,146023231,0,1358,9,0,100341430,100837534909,272337954177,415347830821
membench,1,pmem,seq_prefetch,950,0.000000,30.705536081,104228821,172252383,7752038179,712781,512499,59031,2956430,148413200,73881388,173025062,151127232,0,6944,100018049,0,100320880,100363475774,119346787350,412328587511
membench,1,pmem,pgn_prefetch,950,0.000000,35.930102832,107645746,178406191,7973068942,224516,481780,68873,2883675,23221042009,23139354304,180328219,149605447,0,5882,100089949,0,100250271,100382141715,139663265871,412715902901
membench,1,pmem,rnd_prefetch,950,0.000000,36.951263945,101213268,171046311,8440516512,618990,1086725,71005,2951309,23375463136,23296311795,173238328,150598554,0,5749,99991530,0,100309183,100905251616,143629225357,415931501451
membench,1,dram,seq,1000,0.000000,31.606437413,103958973,172708530,7572973289,163223,442126,1985624,2871307,102487941,41864394,172097960,144959646,0,1362,0,0,100259769,105278923591,122835054174,431758139831
membench,1,dram,pgn,1000,0.000000,39.474100756,107249048,177529495,7751033143,98454474,100296567,1996185,2874135,32193402874,31913173126,181213261,151047198,0,4111,0,0,100285057,105409089741,153413482518,432274489592
membench,1,dram,rnd,1000,0.000000,40.891243404,101837098,173314610,8261766819,98869967,100547687,2010859,2872001,31797096604,31730821460,173075097,148970521,0,5111,0,0,100295214,105885122387,158911163478,435488624273
membench,1,dram,seq_prefetch,1000,0.000000,31.741859564,102582049,170991228,7747978453,160734,426298,1988308,2883829,101029230,39514005,172491691,151032236,0,4390,100001447,0,100326615,105333741658,123349931498,432302768199
membench,1,dram,pgn_prefetch,1000,0.000000,31.395141442,107505193,179051752,7956733891,684383,1116731,1986773,2869801,678558269,616051789,178750031,148161902,0,5073,100096191,0,100281678,105441644042,122011875347,432797769381
membench,1,dram,rnd_prefetch,1000,0.000000,33.011343810,101052382,172312782,8475354880,160429,437744,1962583,2862283,899134152,610584169,173190005,147784624,0,1359,100010052,0,100177292,105829209373,128295108284,435606297215
membench,1,pmem,seq,1000,0.000000,31.853398648,102865366,171081766,7558768763,750276,1119516,58835,2933577,129923520,57835299,172923986,149089281,0,6699,9,0,100281861,105356306575,123810117577,432009491645
membench,1,pmem,pgn,1000,0.000000,69.890550195,107479270,180235826,7797039177,314047,100422739,119289,2901356,149503876939,149406304140,178883380,147239442,0,1472,4499,0,100303008,105338757567,271665345170,432116414842
membench,1,pmem,rnd,1000,0.000000,71.302422205,101090284,172812040,8273647848,692545,101120890,119467,2979660,149121957241,149029855129,173909597,149006826,0,8480,0,0,100354506,105829705021,277173299253,435289904921
membench,1,pmem,seq_prefetch,1000,0.000000,31.956600202,102811840,170984206,7769644453,221879,441475,60729,2932311,118633487,75275066,174181572,145630950,0,4830,100116437,0,100254612,105317669535,124217525157,432284349170
membench,1,pmem,pgn_prefetch,1000,0.000000,36.631417764,108968610,179388815,7973055657,781624,473880,70444,2954648,20897508231,20824489005,178782455,148778580,0,1386,100108304,0,100253321,105394460156,142392746764,432568902895
membench,1,pmem,rnd_prefetch,1000,0.000000,37.591921776,101224126,171830989,8466382682,239959,454210,72367,2980570,20574699292,20522030626,172746284,144566888,0,1400,100049500,0,100229472,105871787215,146120176061,435849691110
membench_base,2,dram,,,,0.001707241,739,9498,137943,204,,,,,,,,,,,,,,,
membench_data_init,2,dram,,,,1.007240636,1933391,51122711,1350822412,103813,654950,1414419,2019489,47459819,12698697,51094432,106727672,0,1021,0,0,13724,813771511,3904993453,6757451346
membench_pregen_init,2,dram,,,,1.617200168,2635709,70195986,2257511032,144279,675645,1915244,2766597,183879603,37258382,70044743,145772616,0,1375,0,0,19854,1412638996,6277637948,11559794116
membench_base,2,pmem,,,,0.001224854,603,9558,135260,150,,,,,,,,,,,,,,,
membench_data_init,2,pmem,,,,1.150417706,1928299,51042993,1349528945,498116,699445,9561,2090714,48747587,12696145,50951088,108342771,0,1001,0,0,16368,811002602,4467164595,6751621806
membench_pregen_init,2,pmem,,,,1.854015519,2660509,70024618,2253615841,142202,291510,12931,2808729,331767954,67158924,71066879,145046120,0,2436,0,0,22481,1419017974,7199460451,11600511728
membench,2,dram,seq,0,0.000000,5.763663443,103970960,171978171,7555991190,161256,430569,1977972,2790248,165915198,108823546,169666652,142704282,0,1360,0,0,46131,5217464242,22392135580,31501056223
membench,2,dram,pgn,0,0.000000,13.449635726,108744943,177921814,7748146241,98845010,100463926,1982314,2910960,31734574132,31636613258,177554167,151375624,0,2996,0,0,64906,5295027750,52243747815,31856483681
membench,2,dram,rnd,0,0.000000,13.781399011,101018068,170470251,8259028643,98159711,100345213,2007390,2901114,31973053487,31696830926,172081851,147011365,0,2169,0,0,84165,5802301441,53544328194,35227875583
membench,2,dram,seq_prefetch,0,0.000000,5.894108445,102923681,170725373,7761697357,147130,430118,1945287,2828083,168184729,110693219,170165009,144686507,0,1423,100348220,0,40799,5214554754,22894027698,31909958610
membench,2,dram,pgn_prefetch,0,0.000000,8.055494702,108944940,178717018,7956653425,700843,600779,1994188,2852979,11588000960,11518215587,176213705,144753761,0,1880,100613587,0,46143,5302756479,31289779119,32317087679
membench,2,dram,rnd_prefetch,0,0.000000,8.914040745,101425690,170015526,8454384904,147463,535964,1996429,2896882,13745477698,13462011009,171005129,146817646,0,2875,100492660,0,54238,5807915496,34627019980,35648358098
membench,2,pmem,seq,0,0.000000,6.083085746,104427547,171637871,7547710274,714568,481003,21218,2889562,422886844,362329734,169438975,145662899,0,13061,0,0,45733,5227030772,23637411867,31576337640
membench,2,pmem,pgn,0,0.000000,43.909525002,107364470,179006333,7765799052,251864,100338973,79495,2904409,149399230013,149300258740,178067975,146624405,0,1471,5110,0,183904,5317369475,170638150939,32024534287
membench,2,pmem,rnd,0,0.000000,44.168582669,101016498,172023366,8274203640,768314,100894008,80224,2895570,149041260830,149003605166,171167183,146828566,0,1377,0,0,227629,5808989914,171692520161,35305858720
membench,2,pmem,seq_prefetch,0,0.000000,6.165740722,103371756,169499663,7757227992,658420,1077221,22060,2905524,344169897,281189417,170202710,146395763,0,14204,100921189,0,47284,5222403957,23956236224,31899171811
membench,2,pmem,pgn_prefetch,0,0.000000,23.421012927,107613426,177120884,7959693146,768396,1477975,53822,2991711,70423880354,70356370825,178314462,148323454,0,1344,100164603,0,99340,5303625872,91016278160,32328244836
membench,2,pmem,rnd_prefetch,0,0.000000,24.197043485,101246940,171522306,8471918034,208110,581514,56181,2923819,72152599606,71900930602,173349908,147291062,0,2915,100168210,0,130872,5801486123,94045747823,35657663413
membench,2,dram,seq,100,0.000000,8.446384274,102721793,170923497,7554027685,686964,1179424,1985163,2830401,161348129,99238063,169710643,143121079,0,1388,23,0,100450226,15254411766,32813079032,71646789136
membench,2,dram,pgn,100,0.000000,16.089808764,107294129,176938305,7761005001,98253353,100422507,1988219,2913095,31161569129,31123778744,176955554,143642009,0,1418,6609,0,100214154,15322902464,62516321538,72020391859
membench,2,dram,rnd,100,0.000000,17.579371665,100907848,170598000,8250233804,98202051,100482090,1982390,2930818,31537311822,31242970996,171911964,143872433,0,2007,0,0,100265960,15821427565,68291430098,75253154393
membench,2,dram,seq_prefetch,100,0.000000,8.569067406,102694626,171249278,7755174803,145102,493456,1937435,2823875,147818579,88800346,169411117,140547520,0,1364,100437192,0,100322938,15230136686,33287791020,71910976501
membench,2,dram,pgn_prefetch,100,0.000000,9.572309763,109038405,178180356,7953203119,481384,586620,1971145,2868247,6588888513,6520758386,177458814,152451907,0,3750,100399200,0,100608082,15358123576,37185873724,72458136490
membench,2,dram,rnd_prefetch,100,0.000000,10.598431959,101337700,170187071,8445359340,153220,599900,1983235,2868680,6354161119,6397854850,173093161,145654741,0,2629,100423048,0,101635907,15845812648,41153476079,75810072201
membench,2,pmem,seq,100,0.000000,8.748277382,103248674,170435545,7547184924,665137,1158087,28027,2904065,358691679,290869027,171368195,150603191,0,6208,0,0,100962748,15293377381,33997290303,71738507805
membench,2,pmem,pgn,100,0.000000,47.049670538,107557466,180483587,7787780817,752633,100895588,84211,2922114,149230101000,149147492764,178183366,147943908,0,1372,0,0,100254454,15313710016,182890710803,71938714210
membench,2,pmem,rnd,100,0.000000,47.998661008,101074113,172066226,8268811166,258826,100299455,83765,2940879,148426014422,148368999130,173011089,144991621,0,2056,5430,0,100299911,15813744151,186584611129,75283620541
membench,2,pmem,seq_prefetch,100,0.000000,8.848765647,102976199,170383217,7756557420,164933,512428,27760,2959841,453500500,348598705,172136009,149210605,0,5129,100412506,0,100450070,15251774756,34382423383,72055102047
membench,2,pmem,pgn_prefetch,100,0.000000,24.814892583,107597813,177677620,7960608219,212566,636987,56766,2984973,65011490046,64979915122,179632438,149169255,0,4867,100135781,0,100249285,15316584707,96443728149,72369748710
membench,2,pmem,rnd_prefetch,100,0.000000,25.778840610,101115708,171392993,8469492687,734073,1191535,55753,2885802,64905159593,64862103924,171023802,143281135,0,1373,100078605,0,100206263,15814318597,100198788867,75682766456
membench,2,dram,seq,200,0.000000,11.021035260,104015184,171721287,7568324512,675203,605990,1975975,2860724,136565578,70537797,170142437,143850726,0,1429,0,0,100452536,25277655242,42797188053,111629217957
membench,2,dram,pgn,200,0.000000,18.741729396,107332126,176949924,7754402402,98366757,100576067,1991221,2932492,31344104969,31261704353,177500413,150128064,0,4530,6028,0,100313242,25336216894,72809350512,112006191123
membench,2,dram,rnd,200,0.000000,20.197307420,100914755,170823513,8255139561,98384915,100634063,2001829,2911842,31341109047,31271558500,171210498,148758960,0,4916,308,0,100215095,25810503625,78476005874,115204615727
membench,2,dram,seq_prefetch,200,0.000000,11.146030558,102750849,170879604,7759306375,153907,587186,1975828,2843346,130100427,63965956,169584677,144513731,0,1426,100213658,0,100210151,25253470229,43293294010,112036512293
membench,2,dram,pgn_prefetch,200,0.000000,11.430750627,107656150,176569331,7952243297,174893,661209,1989133,2855741,3291019537,3087106774,178738608,149567224,0,2347,100372543,0,100425226,25372171931,44403607057,112581213563
membench,2,dram,rnd_prefetch,200,0.000000,13.020755843,100991799,170007324,8448580683,153194,679776,1997815,2940710,3172927110,2884656603,173262323,149591337,0,4144,100428559,0,100788881,25885316736,50576357059,115676578704
membench,2,pmem,seq,200,0.000000,11.302603349,102928016,170394462,7549537176,175259,607075,34831,2979029,365539521,287673066,171311479,149943485,0,7556,2100,0,100330084,25257526624,43922459009,111714884251
membench,2,pmem,pgn,200,0.000000,49.315125368,108825919,179687250,7749457419,263034,100355764,86541,2988891,149251304801,149165136636,180539225,152636948,0,6235,0,0,100314826,25316756599,191696209023,111963687104
membench,2,pmem,rnd,200,0.000000,50.737716079,101083351,171424098,8228627102,270315,100368501,87739,2928927,149087448122,148987820375,173083063,154184279,0,5940,7567,0,100222878,25835854956,197237375366,115290923795
membench,2,pmem,seq_prefetch,200,0.000000,11.415927480,102781077,170104162,7763122985,686166,1265192,32754,2951280,352084606,279482850,170049244,145364330,0,1355,100295574,0,100352878,25269350613,44360430809,112105739274
membench,2,pmem,pgn_prefetch,200,0.000000,26.117558315,107633486,178214864,7945611262,217397,598522,60343,2948024,60024506520,59938601711,178844568,153143329,0,8487,100100612,0,100247031,25338769489,101509041438,112486624579
membench,2,pmem,rnd_prefetch,200,0.000000,27.121194391,102585799,171715375,8431114956,215320,498806,58091,2922743,60278137155,60224167814,172765644,154130353,0,8256,100093438,0,100338333,25852287033,105406479618,115672580716
membench,2,dram,seq,300,0.000000,13.605272669,103970860,172125456,7573648707,704017,670531,1999253,2853893,162011827,94220853,169914235,143014682,0,1415,0,0,100328936,35273274900,52839103045,151656295814
membench,2,dram,pgn,300,0.000000,21.427462966,108663726,178954729,7771109241,98284322,100454198,1989413,2918557,31809074529,31738211719,177686484,146998993,0,1381,0,0,100350898,35350124012,83251755902,152019749052
membench,2,dram,rnd,300,0.000000,22.838630559,100976949,170321074,8250036773,98343233,100459820,1992851,2896041,31638199709,31568214965,173161352,149984354,0,2072,309,0,100229982,35835436930,88732853769,155373866350
membench,2,dram,seq_prefetch,300,0.000000,13.729226754,102701099,170859975,7755767081,158792,668400,2003721,2882289,144321630,69206678,170455702,146230067,0,3980,100224458,0,100341861,35289814628,53336979653,152133158695
membench,2,dram,pgn_prefetch,300,0.000000,13.898989152,108929803,179018631,7963548105,176095,755684,1980633,2881323,2665162077,2591696069,177130785,146564713,0,1893,100313230,0,101004128,35366507233,53999631713,152563407330
membench,2,dram,rnd_prefetch,300,0.000000,15.496131720,102386953,172168199,8447424564,155456,738199,2002444,2913860,2654752784,2577619489,171191142,149176242,0,5506,100201439,0,100378205,35871935181,60192658861,155705992636
membench,2,pmem,seq,300,0.000000,13.884177966,103097427,169750240,7526533644,192343,678560,36915,2924623,320478820,236248818,171400273,154707038,0,1436,4809,0,100047204,35262402445,53952451368,151914347440
membench,2,pmem,pgn,300,0.000000,51.838604942,107482667,180647659,7783489024,790325,100935574,87888,2960047,149078654459,149034190036,178669183,145096046,0,1387,0,0,100271594,35329817774,201509480256,152032716993
membench,2,pmem,rnd,300,0.000000,53.217692577,101000502,172834077,8280962665,292954,100943255,94593,2910438,148891360808,148826006700,172103933,145316618,0,1401,0,0,100236602,35820490425,206873613585,155328366801
membench,2,pmem,seq_prefetch,300,0.000000,13.976949831,104109901,172201808,7770666422,184428,666964,37577,2946373,308969693,230708883,170549028,145918249,0,1357,100270275,0,100329300,35284890494,54313700029,152054208761
membench,2,pmem,pgn_prefetch,300,0.000000,27.417657794,107641091,177131291,7951475482,218081,574305,59832,2954313,55020676187,54938784765,178945364,149892440,0,6336,100062016,0,100280599,35343712090,106555632844,152513827649
membench,2,pmem,rnd_prefetch,300,0.000000,28.444173800,101170486,171171456,8463460217,216205,588582,69181,2952072,55175072714,54964997800,171478803,145168718,0,1383,100150357,0,100320533,35851768937,110554778888,155803472301
membench,2,dram,seq,400,0.000000,16.181437302,104023023,172122138,7564101350,181632,760051,2017254,2939808,165450032,83550031,171073186,148736392,0,3223,0,0,100379060,45285574553,62860348068,191673917961
membench,2,dram,pgn,400,0.000000,23.957681746,107350193,177103118,7752795706,98377903,100981168,2019330,2914730,31717768005,31648146166,177718719,148347521,0,5119,4,0,100321179,45368235169,93078454941,192157191045
membench,2,dram,rnd,400,0.000000,25.402224160,100951793,170468793,8246093738,98361378,100832563,1981488,2865949,31588795794,31472229865,172614277,150679037,0,3341,0,0,100277774,45847440865,98689341619,195389233783
membench,2,dram,seq_prefetch,400,0.000000,16.306111369,102730892,170413064,7751004655,155469,731375,1999859,2955706,164580085,83788754,170963365,148686891,0,5305,100091258,0,100369941,45305323353,63348339397,192184570209
membench,2,dram,pgn_prefetch,400,0.000000,16.381237452,107579839,176868543,7947337394,178224,793181,1983658,2920855,2334577820,2260493654,177694143,149283505,0,4118,100073608,0,100340942,45396474572,63638382840,192679962777
membench,2,dram,rnd_prefetch,400,0.000000,17.963465492,101061672,171071984,8458669086,159097,749790,1986578,2907942,2514785823,2218269625,172600781,145678565,0,1389,100246385,0,100343818,45899371784,69790963097,195799140124
membench,2,pmem,seq,400,0.000000,16.451907828,102945864,168532955,7545921859,184670,754614,36926,2938451,271433426,221648003,172506418,145371771,0,1475,0,0,100123090,45283242149,63937356358,192041629568
membench,2,pmem,pgn,400,0.000000,54.376571426,107419799,178325900,7748756730,278948,100382524,94876,3035057,149024237847,148934679687,182442014,150447814,0,8430,0,0,100313958,45327248721,211382682618,191993879750
membench,2,pmem,rnd,400,0.000000,55.893717032,101140878,172320836,8269801296,277479,100373198,95538,3018780,149074847958,148999139457,176392123,149143105,0,7172,9,0,100309525,45823951373,217277155256,195219881778
membench,2,pmem,seq_prefetch,400,0.000000,16.562582001,104180259,171886761,7763938144,196137,731557,40716,2965484,308426160,217884625,171417083,152030215,0,4515,100275463,0,100344106,45306082669,64351920322,192108874546
membench,2,pmem,pgn_prefetch,400,0.000000,28.720105222,108973607,179899804,7979754735,214848,531281,60436,2916665,50173247638,50130741112,178164921,145961960,0,2440,100131364,0,101182121,45344754383,111629993244,192549280674
membench,2,pmem,rnd_prefetch,400,0.000000,29.706684427,102572837,173535328,8435683838,222689,458952,60214,3080788,50152887268,50118304185,173915111,147851068,0,5997,100125788,0,100337116,45861523194,115461307533,195693758345
membench,2,dram,seq,500,0.000000,18.753057879,102603208,171191661,7568638433,182098,844823,1977678,2898419,145644437,66147989,170919225,145019517,0,1376,5997,0,101437026,55259937220,72850425474,231726090431
membench,2,dram,pgn,500,0.000000,26.526721851,108629417,178666830,7763692826,98841963,100347514,1988136,2868726,31667963686,31602532901,178323095,149410598,0,3515,0,0,100295142,55376253735,103085632992,232180441656
membench,2,dram,rnd,500,0.000000,27.844647593,100927753,170853350,8264450585,98406337,100371437,2027909,2856337,31452349078,31176793855,173699894,149751753,0,4845,0,0,100241656,55845151825,108187499776,235314363822
membench,2,dram,seq_prefetch,500,0.000000,18.863252190,102614588,170864811,7762138550,709675,1519159,1970487,2918206,139897683,60862564,170897260,146428433,0,1388,100212956,0,100297824,55297676399,73296229456,232171132384
membench,2,dram,pgn_prefetch,500,0.000000,18.830077077,107707185,177267466,7948985469,176897,793994,1967466,2915734,1892842536,1816703710,178055882,148384681,0,6064,100160140,0,100265104,55378452546,73163406201,232596989157
membench,2,dram,rnd_prefetch,500,0.000000,20.422127237,101121077,170887776,8450153863,157811,709545,2039096,2951810,1829208282,1754618848,171729835,148519228,0,3677,100183215,0,100470928,55941754181,79345444079,235824304118
membench,2,pmem,seq,500,0.000000,19.014753997,102887396,170887001,7564609716,728228,1506046,40553,2969368,294236270,204187853,172186434,149385460,0,14169,4,0,100357846,55327877253,73888028181,231928170107
membench,2,pmem,pgn,500,0.000000,56.918651274,108915480,180061528,7802992407,285308,100403374,98442,2856891,148877727669,148783542642,179685192,145172977,0,13711,0,0,100293373,55333325293,221265904042,232027678852
